sxn,txndate,ranking,doughnut,plainbrownie,moltenlava,chickenbread,chickenpatties,pastry,cardamomtea,coffee,chickenpizzal,cheesepizzal,zingerburger,chickenburger,chickenpiece,chickenparatharoll,frenchfries,pizzam,pizzas,shawarma
297,4/2/23,S,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
298,4/2/23,O,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1
299,4/2/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,4/2/23,Se,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
301,4/2/23,O,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
302,4/2/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
303,4/2/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,4/2/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,4/2/23,O,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
306,4/2/23,S,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
307,4/2/23,Se,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
308,4/2/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,4/2/23,S,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
310,4/2/23,O,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1
311,4/2/23,H,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
312,4/2/23,H,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
313,4/2/23,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
314,4/2/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
315,4/2/23,H,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
316,4/2/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,4/2/23,S,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
318,4/2/23,O,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
319,4/2/23,Se,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
320,4/3/23,O,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
321,4/3/23,S,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1
322,4/3/23,O,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0
323,4/3/23,S,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1
324,4/3/23,H,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
325,4/3/23,O,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
326,4/3/23,S,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
327,4/3/23,S,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
328,4/3/23,O,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
329,4/3/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,4/3/23,O,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
331,4/3/23,S,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
332,4/3/23,O,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
333,4/3/23,O,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
334,4/3/23,Se,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
335,4/3/23,O,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
336,4/3/23,O,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
337,4/3/23,O,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
338,4/3/23,Se,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
339,4/3/23,S,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
340,4/3/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
341,4/3/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,4/3/23,S,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
343,4/3/23,O,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
344,4/3/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,4/3/23,Se,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
346,4/3/23,O,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1
347,4/3/23,O,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
348,4/3/23,O,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
349,4/3/23,S,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
350,4/3/23,S,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1
351,4/3/23,O,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
352,4/3/23,O,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
353,4/3/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,4/3/23,Se,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
355,4/4/23,Se,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
356,4/4/23,Se,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
357,4/4/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
358,4/4/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,4/4/23,H,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
360,4/4/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
361,4/4/23,O,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
362,4/4/23,H,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
363,4/4/23,O,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1
364,4/4/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
365,4/4/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,4/4/23,H,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
367,4/4/23,O,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
368,4/4/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,4/4/23,H,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,4/4/23,S,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
371,4/4/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,4/4/23,O,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
373,4/4/23,O,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
374,4/4/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,4/4/23,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,4/4/23,O,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1
377,4/4/23,S,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
378,4/4/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
379,4/4/23,S,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
380,4/4/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
381,4/4/23,S,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0
382,4/4/23,S,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
383,4/4/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
384,4/4/23,O,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
385,4/4/23,S,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
386,4/4/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
387,4/4/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
388,4/4/23,O,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
389,4/4/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
390,4/4/23,H,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
391,4/4/23,H,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
392,4/5/23,O,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
393,4/5/23,H,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
394,4/5/23,O,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
395,4/5/23,O,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
396,4/5/23,H,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
397,4/5/23,O,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0
398,4/5/23,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,4/5/23,S,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0
400,4/5/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
401,4/5/23,O,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
402,4/5/23,O,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1
403,4/5/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,4/5/23,Se,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
405,4/5/23,H,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
406,4/5/23,Se,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
407,4/5/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,4/5/23,H,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
409,4/5/23,H,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
410,4/5/23,S,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
411,4/5/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,4/5/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,4/5/23,O,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
414,4/5/23,O,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
415,4/5/23,Se,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,4/5/23,S,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
417,4/5/23,H,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,4/5/23,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
419,4/5/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,4/5/23,H,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
421,4/5/23,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,4/5/23,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
423,4/5/23,O,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
424,4/5/23,H,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
425,4/5/23,Se,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
426,4/5/23,S,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
427,4/5/23,O,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0
428,4/5/23,S,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
429,4/5/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
430,4/5/23,Se,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
431,4/6/23,H,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
432,4/6/23,H,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
433,4/6/23,Se,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
434,4/6/23,H,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
435,4/6/23,Se,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
436,4/6/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,4/6/23,H,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
438,4/6/23,S,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
439,4/6/23,S,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0
440,4/6/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,4/6/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,4/6/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,4/6/23,Se,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
444,4/6/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
445,4/6/23,Se,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
446,4/6/23,H,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
447,4/6/23,O,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1
448,4/6/23,Se,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
449,4/6/23,S,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
450,4/6/23,S,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
451,4/6/23,S,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
452,4/6/23,H,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
453,4/6/23,S,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
454,4/6/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,4/6/23,O,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
456,4/6/23,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
457,4/6/23,O,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1
458,4/6/23,Se,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
459,4/6/23,S,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
460,4/6/23,O,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
461,4/6/23,S,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
462,4/6/23,O,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
463,4/6/23,H,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
464,4/6/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,4/6/23,O,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
466,4/6/23,O,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
467,4/7/23,S,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
468,4/7/23,Se,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
469,4/7/23,Se,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
470,4/7/23,O,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
471,4/7/23,S,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
472,4/7/23,O,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
473,4/7/23,H,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
474,4/7/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,4/7/23,O,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
476,4/7/23,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,4/7/23,O,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
478,4/7/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,4/7/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,4/7/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,4/7/23,Se,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
482,4/7/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,4/7/23,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,4/7/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,4/7/23,O,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
486,4/7/23,Se,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
487,4/7/23,S,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,4/7/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,4/7/23,Se,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,4/7/23,S,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
491,4/7/23,O,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1
492,4/7/23,S,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
493,4/7/23,S,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
494,4/7/23,H,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
495,4/7/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
496,4/7/23,S,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
497,4/7/23,Se,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,4/7/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,4/7/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,4/7/23,O,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
501,4/7/23,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
502,4/8/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,4/8/23,S,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
504,4/8/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,4/8/23,S,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
506,4/8/23,S,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
507,4/8/23,H,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
508,4/8/23,O,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1
509,4/8/23,H,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
510,4/8/23,O,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0
511,4/8/23,Se,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
512,4/8/23,S,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0
513,4/8/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,4/8/23,Se,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
515,4/8/23,S,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
516,4/8/23,O,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
517,4/8/23,S,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
518,4/8/23,O,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1
519,4/8/23,O,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
520,4/8/23,S,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
521,4/8/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
522,4/8/23,H,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
523,4/8/23,S,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
524,4/8/23,O,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
525,4/8/23,H,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
526,4/8/23,H,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
527,4/8/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
528,4/8/23,H,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
529,4/8/23,O,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
530,4/8/23,O,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
531,4/8/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,4/8/23,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,4/8/23,Se,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
534,4/8/23,O,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
535,4/8/23,S,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0
536,4/9/23,Se,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
537,4/9/23,S,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0
538,4/9/23,O,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
539,4/9/23,Se,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
540,4/9/23,O,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1
541,4/9/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
542,4/9/23,O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
543,4/9/23,H,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
544,4/9/23,S,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
545,4/9/23,H,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
546,4/9/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,4/9/23,S,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
548,4/9/23,Se,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
549,4/9/23,O,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
550,4/9/23,S,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
551,4/9/23,S,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
552,4/9/23,S,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
553,4/9/23,H,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
554,4/9/23,O,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1
555,4/9/23,O,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
556,4/9/23,S,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
557,4/9/23,Se,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
558,4/9/23,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,4/9/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,4/9/23,Se,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
561,4/9/23,S,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
562,4/9/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,4/9/23,O,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
564,4/9/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,4/9/23,O,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0
566,4/9/23,S,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
567,4/9/23,H,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
568,4/9/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
569,4/9/23,H,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
570,4/10/23,Se,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
571,4/10/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,4/10/23,O,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
573,4/10/23,S,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,4/10/23,O,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1
575,4/10/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,4/10/23,O,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
577,4/10/23,H,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
578,4/10/23,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
579,4/10/23,O,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1
580,4/10/23,H,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
581,4/10/23,S,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
582,4/10/23,H,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,4/10/23,Se,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,4/10/23,O,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0
585,4/10/23,Se,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
586,4/10/23,S,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
587,4/10/23,S,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
588,4/10/23,S,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
589,4/10/23,O,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0
590,4/10/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,4/10/23,S,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
592,4/10/23,Se,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
593,4/10/23,O,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
594,4/10/23,O,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
595,4/10/23,H,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
